"fiscal_year","fiscal_period","cost_center_id","gl_account","actual_amount","budget_amount","variance_amount","variance_pct"
2024,1,"CC0007","730000","4986.93","5781.90","-794.97","-0.13749286566699527837"
2024,1,"CC0008","600000","2085.14","2264.69","-179.55","-0.07928237418807872159"
2024,1,"CC0008","601000","2321.14","2622.25","-301.11","-0.11482886833825912861"
2024,1,"CC0008","602000","3571.15","3322.49","248.66","0.07484145926699553648"
2024,1,"CC0008","610000","3268.11","3221.25","46.86","0.01454714784633294529"
2024,1,"CC0008","611000","3428.88","3737.67","-308.79","-0.08261564022505999727"
2024,1,"CC0008","620000","3951.15","3387.69","563.46","0.16632572637992260213"
2024,1,"CC0008","630000","3633.72","3709.32","-75.60","-0.02038109410889327424"
2024,1,"CC0008","640000","5938.94","5028.56","910.38","0.18104188873156529901"
2024,1,"CC0008","650000","4657.12","4273.55","383.57","0.08975441962770998350"
2024,1,"CC0008","660000","5061.99","5176.76","-114.77","-0.02217023775488915847"
2024,1,"CC0008","680000","5449.15","5808.65","-359.50","-0.06189045647439594398"
2024,1,"CC0008","701000","17124.75","15842.07","1282.68","0.08096669185276924038"
2024,1,"CC0008","702000","15695.90","17226.72","-1530.82","-0.08886311497487623877"
2024,1,"CC0008","710000","5428.70","6277.53","-848.83","-0.13521719529815070577"
2024,1,"CC0008","720000","5429.61","6125.94","-696.33","-0.11366908588722710311"
2024,1,"CC0008","730000","5559.44","6346.38","-786.94","-0.12399824782001708060"
2024,1,"CC0009","600000","2461.68","2521.61","-59.93","-0.02376656183945971026"
2024,1,"CC0009","601000","3385.89","3131.07","254.82","0.08138431909858291255"
2024,1,"CC0009","602000","2399.21","3111.84","-712.63","-0.22900599002519409738"
2024,1,"CC0009","610000","2950.08","3333.19","-383.11","-0.11493794233152025537"
2024,1,"CC0009","611000","3418.83","3741.39","-322.56","-0.08621394722282360299"
2024,1,"CC0009","630000","4303.43","4317.46","-14.03","-0.00324959582717616376"
2024,1,"CC0009","640000","4230.12","4937.03","-706.91","-0.14318527535785684916"
2024,1,"CC0009","650000","4415.66","4993.85","-578.19","-0.11578040990418214404"
2024,1,"CC0009","660000","5672.90","5750.01","-77.11","-0.01341041146015398234"
2024,1,"CC0009","680000","4282.51","5147.14","-864.63","-0.16798260781715671227"
2024,1,"CC0009","702000","18500.70","17305.07","1195.63","0.06909131254597641038"
2024,1,"CC0009","710000","5705.93","6665.78","-959.85","-0.14399665155465676935"
2024,1,"CC0009","720000","6897.51","8007.39","-1109.88","-0.13860696181901968057"
2024,1,"CC0009","730000","5314.77","6800.97","-1486.20","-0.21852765120269608600"
2024,1,"CC0010","600000","2377.93","2430.78","-52.85","-0.02174199228231267330"
2024,1,"CC0010","601000","2652.89","3076.80","-423.91","-0.13777626105044201768"
2024,1,"CC0010","602000","2979.97","3132.13","-152.16","-0.04858035905278516537"
2024,1,"CC0010","610000","3104.82","3540.79","-435.97","-0.12312788953877524507"
2024,1,"CC0010","611000","4181.97","3799.92","382.05","0.10054159034927051096"
2024,1,"CC0010","630000","5003.28","4969.21","34.07","0.00685622060649479495"
2024,1,"CC0010","650000","5636.41","5344.17","292.24","0.05468388917268724610"
2024,1,"CC0010","660000","5185.69","4506.28","679.41","0.15076959265735817570"
2024,1,"CC0010","670000","5515.86","5313.99","201.87","0.03798840419345915216"
2024,1,"CC0010","680000","6402.93","5420.76","982.17","0.18118677085869878024"
2024,1,"CC0010","701000","24061.34","18953.87","5107.47","0.26946845156160720739"
2024,1,"CC0010","702000","18771.00","18526.57","244.43","0.01319348373714076594"
2024,1,"CC0010","710000","8652.00","6958.13","1693.87","0.24343753278538917784"
2024,1,"CC0010","720000","6832.63","7348.70","-516.07","-0.07022602637201137616"
2024,1,"CC0010","730000","9008.00","8484.64","523.36","0.06168322993079258519"
2024,1,"CC0011","600000","3524.24","2867.44","656.80","0.22905448762659375610"
2024,1,"CC0011","601000","3019.09","3401.25","-382.16","-0.11235869165747886806"
2024,1,"CC0011","602000","3383.25","3353.96","29.29","0.00873296044079237677"
2024,1,"CC0011","610000","4489.04","3512.28","976.76","0.27809855706264876377"
2024,1,"CC0011","611000","4779.48","3970.38","809.10","0.20378402067308418842"
2024,1,"CC0011","620000","5159.43","4427.88","731.55","0.16521450445811539608"
2024,1,"CC0011","630000","3663.25","4282.80","-619.55","-0.14466003549080041095"
2024,1,"CC0011","650000","5463.42","5433.91","29.51","0.00543071195511151270"
2024,1,"CC0011","660000","6729.29","6799.78","-70.49","-0.01036651185773657383"
2024,1,"CC0011","670000","6793.40","5574.90","1218.50","0.21856894294068055032"
2024,1,"CC0011","680000","6507.99","6161.74","346.25","0.05619354273305916835"
2024,1,"CC0011","700000","16695.13","16844.91","-149.78","-0.00889170675295979616"
2024,1,"CC0011","710000","7756.66","7157.12","599.54","0.08376833139586872932"
2024,1,"CC0011","720000","7978.04","7509.18","468.86","0.06243824225814270000"
2024,1,"CC0011","730000","7135.47","6830.53","304.94","0.04464368065142822006"
2024,1,"CC0012","600000","3442.71","2842.52","600.19","0.21114715111942923884"
2024,1,"CC0012","601000","3281.67","2945.25","336.42","0.11422459893048128342"
2024,1,"CC0012","602000","4244.66","3406.96","837.70","0.24587902411534036208"
2024,1,"CC0012","610000","4266.49","3623.14","643.35","0.17756697229474985786"
2024,1,"CC0012","611000","4357.97","4203.36","154.61","0.03678247877888165658"
2024,1,"CC0012","620000","3898.79","4037.28","-138.49","-0.03430279792335433757"
2024,1,"CC0012","630000","6690.25","5749.81","940.44","0.16356018720618594354"
2024,1,"CC0012","650000","6327.07","5100.05","1227.02","0.24058979813923392908"
2024,1,"CC0012","660000","6342.17","6800.76","-458.59","-0.06743216934577900117"
2024,1,"CC0012","680000","6815.48","5987.81","827.67","0.13822582880886334069"
2024,1,"CC0012","700000","26838.31","19028.47","7809.84","0.41042921475031886431"
2024,1,"CC0012","701000","19117.12","17892.24","1224.88","0.06845872847670274935"
2024,1,"CC0012","710000","8130.40","8457.51","-327.11","-0.03867686825082086808"
2024,1,"CC0012","720000","7072.23","8589.90","-1517.67","-0.17668075297733384556"
2024,1,"CC0012","730000","6514.82","8380.00","-1865.18","-0.22257517899761336516"
2024,2,"CC0001","600000","1502.30","1424.58","77.72","0.05455643066728439259"
2024,2,"CC0001","601000","1220.88","1432.39","-211.51","-0.14766229867564001424"
2024,2,"CC0001","602000","1703.46","1744.93","-41.47","-0.02376599634369287020"
2024,2,"CC0001","610000","1803.01","1906.72","-103.71","-0.05439183519342116304"
2024,2,"CC0001","611000","2425.10","2156.98","268.12","0.12430342423202811338"
2024,2,"CC0001","630000","2662.68","2549.14","113.54","0.04454051170198576775"
2024,2,"CC0001","640000","2225.77","2658.53","-432.76","-0.16278168762436384017"
2024,2,"CC0001","650000","2903.77","2873.96","29.81","0.01037244777241158541"
2024,2,"CC0001","660000","2945.55","2977.31","-31.76","-0.01066734737061307019"
2024,2,"CC0001","670000","2831.67","2953.20","-121.53","-0.04115197074360016254"
2024,2,"CC0001","680000","3136.21","3387.17","-250.96","-0.07409135059651567533"
2024,2,"CC0001","710000","4755.91","4482.28","273.63","0.06104705640879195409"
2024,2,"CC0001","720000","4143.82","4278.71","-134.89","-0.03152585709244141342"
2024,2,"CC0001","730000","3571.89","4056.29","-484.40","-0.11941946951524669094"
2024,2,"CC0002","600000","1279.07","1431.11","-152.04","-0.10623921291864357038"
2024,2,"CC0002","601000","1889.03","1923.03","-34.00","-0.01768043140252622164"
2024,2,"CC0002","602000","1948.99","1981.32","-32.33","-0.01631740455857711021"
2024,2,"CC0002","610000","2308.05","2206.99","101.06","0.04579087354269842636"
2024,2,"CC0002","611000","1877.48","1987.74","-110.26","-0.05547003129181884955"
2024,2,"CC0002","620000","2815.43","2585.67","229.76","0.08885898045767634694"
2024,2,"CC0002","630000","2175.31","2441.73","-266.42","-0.10911116298689863335"
2024,2,"CC0002","640000","2648.57","2925.03","-276.46","-0.09451526992885543054"
2024,2,"CC0002","650000","3615.00","3062.21","552.79","0.18051995127701888505"
2024,2,"CC0002","660000","3031.96","3158.63","-126.67","-0.04010282939122341015"
2024,2,"CC0002","680000","3575.03","3531.20","43.83","0.01241221114635251473"
2024,2,"CC0002","700000","11875.65","11292.43","583.22","0.05164698829215678114"
2024,2,"CC0002","701000","11264.36","10395.16","869.20","0.08361583660087964014"
2024,2,"CC0002","702000","11751.18","11351.35","399.83","0.03522312324084800486"
2024,2,"CC0002","710000","4503.52","4213.88","289.64","0.06873475276941915764"
2024,2,"CC0002","720000","3663.67","3891.57","-227.90","-0.05856248249421184766"
2024,2,"CC0002","730000","5279.82","4836.39","443.43","0.09168615434239174260"
2024,2,"CC0003","600000","1920.59","1936.99","-16.40","-0.00846674479475887847"
2024,2,"CC0003","601000","1772.91","1668.64","104.27","0.06248801419119762202"
2024,2,"CC0003","602000","2289.27","2247.52","41.75","0.01857603046913931800"
2024,2,"CC0003","610000","2268.83","2241.95","26.88","0.01198956265750797297"
2024,2,"CC0003","611000","2314.60","2490.40","-175.80","-0.07059106970767748153"
2024,2,"CC0003","620000","2808.46","2630.57","177.89","0.06762412709032643115"
2024,2,"CC0003","630000","3277.99","3205.03","72.96","0.02276421749562406592"
2024,2,"CC0003","640000","4676.41","3533.39","1143.02","0.32349103835127172489"
2024,2,"CC0003","650000","3311.09","3614.70","-303.61","-0.08399313912634520154"
2024,2,"CC0003","660000","3578.52","3626.82","-48.30","-0.01331745165186030738"
2024,2,"CC0003","670000","3246.52","3834.04","-587.52","-0.15323783789423167207"
2024,2,"CC0003","680000","4090.79","4162.78","-71.99","-0.01729373159282979163"
2024,2,"CC0003","700000","11063.10","11003.29","59.81","0.00543564697467757371"
2024,2,"CC0003","702000","12392.39","10880.45","1511.94","0.13895932613081260426"
2024,2,"CC0003","710000","5057.78","4999.51","58.27","0.01165514220393598573"
2024,2,"CC0003","720000","4140.44","4830.43","-689.99","-0.14284235564949704271"
2024,2,"CC0003","730000","5965.87","5583.83","382.04","0.06841898840043482699"
2024,2,"CC0004","600000","2139.24","1942.82","196.42","0.10110046221471881080"
2024,2,"CC0004","601000","2238.97","2346.69","-107.72","-0.04590295266950470663"
2024,2,"CC0004","602000","2093.26","2396.31","-303.05","-0.12646527369163422095"
2024,2,"CC0004","610000","1587.59","2167.73","-580.14","-0.26762558067656027273"
2024,2,"CC0004","611000","2482.65","2680.75","-198.10","-0.07389723025272778140"
2024,2,"CC0004","620000","2634.11","2790.11","-156.00","-0.05591177408775998079"
2024,2,"CC0004","630000","4159.55","3504.40","655.15","0.18695069056043830613"
2024,2,"CC0004","640000","2315.32","3155.16","-839.84","-0.26617984507917189620"
2024,2,"CC0004","650000","2725.91","3269.13","-543.22","-0.16616653360374166827"
2024,2,"CC0004","660000","3765.87","3783.16","-17.29","-0.00457025343892407405"
2024,2,"CC0004","670000","3233.12","3774.71","-541.59","-0.14347857186379880839"
2024,2,"CC0004","680000","3568.37","4309.44","-741.07","-0.17196433875399123784"
2024,2,"CC0004","700000","10520.32","12360.99","-1840.67","-0.14890959381085171981"
2024,2,"CC0004","701000","10450.81","12662.93","-2212.12","-0.17469258694472764202"
2024,2,"CC0004","702000","14451.91","13365.25","1086.66","0.08130487645199304166"
2024,2,"CC0004","710000","6162.18","5722.09","440.09","0.07691070919891158650"
2024,2,"CC0004","720000","3374.40","4410.63","-1036.23","-0.23493922636902211249"
2024,2,"CC0004","730000","5154.38","5238.18","-83.80","-0.01599792294270147265"
2024,2,"CC0005","600000","2129.47","2056.46","73.01","0.03550275716522567908"
2024,2,"CC0005","601000","1826.94","1916.97","-90.03","-0.04696474123225715582"
2024,2,"CC0005","602000","2824.87","2712.08","112.79","0.04158800625350284652"
2024,2,"CC0005","610000","2093.35","2734.97","-641.62","-0.23459855135522510302"
2024,2,"CC0005","611000","3025.88","3083.28","-57.40","-0.01861653823201266184"
2024,2,"CC0005","620000","4369.35","3321.75","1047.60","0.31537593136148114699"
2024,2,"CC0005","630000","4076.87","3636.06","440.81","0.12123287294489089839"
2024,2,"CC0005","640000","4054.82","3647.90","406.92","0.11154911044710655446"
2024,2,"CC0005","650000","4334.03","3894.20","439.83","0.11294489240408813107"
2024,2,"CC0005","660000","4432.50","3763.56","668.94","0.17774128750438414692"
2024,2,"CC0005","680000","5361.93","4449.85","912.08","0.20496870681034192164"
2024,2,"CC0005","701000","12013.27","12123.30","-110.03","-0.00907591167421411662"
2024,2,"CC0005","702000","15476.64","15503.71","-27.07","-0.00174603369129066527"
2024,2,"CC0005","710000","8041.32","5105.93","2935.39","0.57489820659507670493"
2024,2,"CC0005","720000","6394.87","5287.59","1107.28","0.20941109276626969943"
2024,2,"CC0005","730000","5217.63","5986.25","-768.62","-0.12839757778241804134"
2024,2,"CC0006","600000","2342.14","2236.03","106.11","0.04745464059068974924"
2024,2,"CC0006","601000","2638.06","2343.10","294.96","0.12588451197132004609"
2024,2,"CC0006","602000","2312.88","2862.46","-549.58","-0.19199569600972590010"
2024,2,"CC0006","610000","3374.25","3028.04","346.21","0.11433468514286469135"
2024,2,"CC0006","611000","4402.49","3287.65","1114.84","0.33909935668334524660"
2024,2,"CC0006","630000","3344.22","4238.39","-894.17","-0.21096925955374564398"
2024,2,"CC0006","640000","3411.21","3207.27","203.94","0.06358678876427616010"
2024,2,"CC0006","650000","4676.90","4587.70","89.20","0.01944329402532859603"
2024,2,"CC0006","660000","4076.25","4154.40","-78.15","-0.01881138070479491623"
2024,2,"CC0006","680000","5397.11","5308.54","88.57","0.01668443677545991930"
2024,2,"CC0006","700000","14304.62","12121.95","2182.67","0.18005931388926699087"
2024,2,"CC0006","701000","10921.19","13230.36","-2309.17","-0.17453568912712881584"
2024,2,"CC0006","710000","5752.18","6033.64","-281.46","-0.04664845764745659337"
2024,2,"CC0006","720000","5756.54","6170.65","-414.11","-0.06710962378355602732"
2024,2,"CC0006","730000","5375.06","5573.45","-198.39","-0.03559554674393777642"
2024,2,"CC0007","600000","2070.46","1814.17","256.29","0.14127121493575574505"
2024,2,"CC0007","601000","2841.68","2498.09","343.59","0.13754108138617904079"
2024,2,"CC0007","602000","2873.45","2645.33","228.12","0.08623498769529699508"
2024,2,"CC0007","610000","2716.67","3121.56","-404.89","-0.12970758210638270608"
2024,2,"CC0007","611000","4086.61","3456.51","630.10","0.18229370087168849504"
2024,2,"CC0007","620000","3446.84","3347.25","99.59","0.02975278213458809470"
2024,2,"CC0007","630000","3249.91","3838.35","-588.44","-0.15330545677178996183"
2024,2,"CC0007","650000","3165.03","4399.22","-1234.19","-0.28054746068621255586"
2024,2,"CC0007","660000","3762.53","4776.11","-1013.58","-0.21221873030562528920"
2024,2,"CC0007","680000","5538.60","5032.09","506.51","0.10065598985709715049"
2024,2,"CC0007","700000","15247.41","15252.25","-4.84","-0.00031733022996607058"
2024,2,"CC0007","701000","16285.13","15636.76","648.37","0.04146447217965870167"
2024,2,"CC0007","710000","6259.99","6094.87","165.12","0.02709163608083519419"
2024,2,"CC0007","720000","7783.93","6840.22","943.71","0.13796486077933165892"
2024,2,"CC0007","730000","5321.41","5611.85","-290.44","-0.05175476892646809876"
2024,2,"CC0008","600000","1925.58","2111.97","-186.39","-0.08825409451838804528"
2024,2,"CC0008","601000","2106.63","2321.31","-214.68","-0.09248226217092934593"
2024,2,"CC0008","602000","2215.54","2367.39","-151.85","-0.06414236775520721132"
2024,2,"CC0008","610000","3004.43","3015.04","-10.61","-0.00351902462322224581"
2024,2,"CC0008","611000","3463.92","3673.00","-209.08","-0.05692349578001633542"
2024,2,"CC0008","620000","4385.24","3801.68","583.56","0.15350055764819763894"
2024,2,"CC0008","630000","4259.32","4369.94","-110.62","-0.02531384870272818391"
2024,2,"CC0008","640000","3901.62","4273.13","-371.51","-0.08694095428877661106"
2024,2,"CC0008","650000","4391.97","5069.43","-677.46","-0.13363632597747675774"
2024,2,"CC0008","660000","5017.06","4887.09","129.97","0.02659455831588941476"
2024,2,"CC0008","670000","5153.48","4884.68","268.80","0.05502919331460812172"
2024,2,"CC0008","680000","4770.57","4765.50","5.07","0.00106389675794774945"
2024,2,"CC0008","702000","17280.19","18922.90","-1642.71","-0.08681068969344022322"
2024,2,"CC0008","710000","5503.66","5794.30","-290.64","-0.05015963964585886129"
2024,2,"CC0008","720000","7747.15","7005.31","741.84","0.10589681256075748254"
2024,2,"CC0008","730000","5359.83","6480.63","-1120.80","-0.17294614875405631860"
2024,2,"CC0009","600000","2119.95","2581.73","-461.78","-0.17886455981066958977"
2024,2,"CC0009","601000","2312.58","2750.74","-438.16","-0.15928804612576979286"
2024,2,"CC0009","602000","2436.16","2622.47","-186.31","-0.07104371070021773366"
2024,2,"CC0009","610000","3700.59","3615.04","85.55","0.02366502168717358591"
2024,2,"CC0009","611000","4024.69","3480.72","543.97","0.15628088441471879381"
2024,2,"CC0009","630000","2979.16","3879.88","-900.72","-0.23215150984051053125"
2024,2,"CC0009","640000","4118.84","4690.87","-572.03","-0.12194539605659504527"
2024,2,"CC0009","650000","4537.51","4755.14","-217.63","-0.04576731705060208532"
2024,2,"CC0009","660000","5476.86","5255.50","221.36","0.04211968414042431738"
2024,2,"CC0009","680000","10225.15","6308.96","3916.19","0.62073463772158961223"
2024,2,"CC0009","701000","22224.64","18209.27","4015.37","0.22051240933875987341"
2024,2,"CC0009","702000","16035.36","19122.75","-3087.39","-0.16145115111581754716"
2024,2,"CC0009","710000","6258.86","7087.48","-828.62","-0.11691320469334657734"
2024,2,"CC0009","720000","5555.81","7093.99","-1538.18","-0.21682861126108156341"
2024,2,"CC0009","730000","8121.60","7670.02","451.58","0.05887598728556118498"
2024,2,"CC0010","600000","2883.66","3026.83","-143.17","-0.04730031088630679622"
2024,2,"CC0010","601000","3670.30","3412.42","257.88","0.07557100239712579343"
2024,2,"CC0010","602000","3431.82","3252.18","179.64","0.05523679501134623545"
2024,2,"CC0010","610000","3545.74","3587.64","-41.90","-0.01167898674337447458"
2024,2,"CC0010","611000","3556.70","4181.77","-625.07","-0.14947498308132680659"
2024,2,"CC0010","620000","4868.08","4269.09","598.99","0.14030859035532162592"
2024,2,"CC0010","630000","4884.98","4457.07","427.91","0.09600701806343629335"
2024,2,"CC0010","640000","4290.68","4456.03","-165.35","-0.03710702127229843605"
2024,2,"CC0010","650000","4163.29","4436.05","-272.76","-0.06148713382401009907"
2024,2,"CC0010","660000","6183.24","4496.44","1686.80","0.37514122283406428197"
2024,2,"CC0010","680000","5812.32","5786.02","26.30","0.00454543883360237262"
2024,2,"CC0010","700000","23282.08","19448.11","3833.97","0.19713843658843969928"
2024,2,"CC0010","702000","19230.37","18995.37","235.00","0.01237143577619177726"
2024,2,"CC0010","710000","6797.88","7002.77","-204.89","-0.02925842202442747656"
2024,2,"CC0010","720000","7702.49","7374.85","327.64","0.04442666630507739140"
