posting_date,fiscal_year,fiscal_period,gl_account,cost_center_id,actual_amount,document_type
2024-01-10,2024,1,610000,CC0012,863.83,RE
2024-01-30,2024,1,610000,CC0012,302.29,SA
2024-01-25,2024,1,611000,CC0001,27.34,KR
2024-01-27,2024,1,611000,CC0001,325.13,RE
2024-01-18,2024,1,611000,CC0001,499.53,SA
2024-01-23,2024,1,611000,CC0001,304.95,AB
2024-01-31,2024,1,611000,CC0002,245.85,RE
2024-01-19,2024,1,611000,CC0002,960.28,RE
2024-01-11,2024,1,611000,CC0002,216.06,RE
2024-01-14,2024,1,611000,CC0002,570.32,RE
2024-01-06,2024,1,611000,CC0002,42.69,SA
2024-01-12,2024,1,611000,CC0003,1684.8,KA
2024-01-04,2024,1,611000,CC0003,406.67,KA
2024-01-28,2024,1,611000,CC0003,557.96,RE
2024-01-20,2024,1,611000,CC0004,200.31,KR
2024-01-11,2024,1,611000,CC0004,2286.9,RE
2024-01-11,2024,1,611000,CC0005,308.35,AB
2024-01-11,2024,1,611000,CC0005,896.63,KA
2024-01-28,2024,1,611000,CC0005,11.97,AB
2024-01-01,2024,1,611000,CC0005,478.65,KA
2024-01-17,2024,1,611000,CC0005,549.24,AB
2024-01-31,2024,1,611000,CC0005,41.18,RE
2024-01-28,2024,1,611000,CC0005,860.33,KA
2024-01-14,2024,1,611000,CC0006,144.64,RE
2024-01-07,2024,1,611000,CC0006,2043.5,AB
2024-01-05,2024,1,611000,CC0006,267.71,SA
2024-01-21,2024,1,611000,CC0007,1023.87,AB
2024-01-12,2024,1,611000,CC0007,1020.61,KA
2024-01-24,2024,1,611000,CC0007,1188.77,RE
2024-01-27,2024,1,611000,CC0008,1453.8,KR
2024-01-25,2024,1,611000,CC0008,305.22,KA
2024-01-31,2024,1,611000,CC0008,1287.17,KA
2024-01-19,2024,1,611000,CC0008,209.31,AB
2024-01-20,2024,1,611000,CC0008,60.06,KR
2024-01-17,2024,1,611000,CC0008,113.32,SA
2024-01-24,2024,1,611000,CC0009,3418.83,RE
2024-01-28,2024,1,611000,CC0010,1908.21,RE
2024-01-08,2024,1,611000,CC0010,186.03,AB
2024-01-27,2024,1,611000,CC0010,1336.73,SA
2024-01-23,2024,1,611000,CC0010,751.0,AB
2024-01-11,2024,1,611000,CC0011,1121.78,RE
2024-01-18,2024,1,611000,CC0011,487.47,AB
2024-01-27,2024,1,611000,CC0011,2257.05,AB
2024-01-06,2024,1,611000,CC0011,913.18,KA
2024-01-01,2024,1,611000,CC0012,494.38,KR
2024-01-03,2024,1,611000,CC0012,690.26,SA
2024-01-26,2024,1,611000,CC0012,161.79,KA
2024-01-25,2024,1,611000,CC0012,651.24,SA
2024-01-24,2024,1,611000,CC0012,711.5,RE
2024-01-04,2024,1,611000,CC0012,66.44,AB
2024-01-06,2024,1,611000,CC0012,1582.36,KR
2024-01-20,2024,1,620000,CC0001,453.68,SA
2024-01-14,2024,1,620000,CC0001,241.98,SA
2024-01-19,2024,1,620000,CC0001,290.88,AB
2024-01-07,2024,1,620000,CC0001,594.69,KA
2024-01-03,2024,1,620000,CC0001,86.13,SA
2024-01-28,2024,1,620000,CC0001,229.04,RE
2024-01-23,2024,1,620000,CC0006,3314.81,RE
2024-01-20,2024,1,620000,CC0007,4401.78,SA
2024-01-11,2024,1,620000,CC0008,2260.33,RE
2024-01-21,2024,1,620000,CC0008,894.77,RE
2024-01-18,2024,1,620000,CC0008,796.05,SA
2024-01-02,2024,1,620000,CC0011,492.23,RE
2024-01-03,2024,1,620000,CC0011,628.73,SA
2024-01-30,2024,1,620000,CC0011,2945.58,RE
2024-01-30,2024,1,620000,CC0011,232.96,KR
2024-01-14,2024,1,620000,CC0011,31.48,KA
2024-01-14,2024,1,620000,CC0011,351.83,KR
2024-01-13,2024,1,620000,CC0011,362.58,KR
2024-01-11,2024,1,620000,CC0011,114.04,SA
2024-01-06,2024,1,620000,CC0012,281.31,SA
2024-01-10,2024,1,620000,CC0012,563.65,SA
2024-01-24,2024,1,620000,CC0012,860.41,RE
2024-01-16,2024,1,620000,CC0012,24.2,AB
2024-01-07,2024,1,620000,CC0012,1871.99,AB
2024-01-17,2024,1,620000,CC0012,271.9,KR
2024-01-26,2024,1,620000,CC0012,25.33,KA
2024-01-17,2024,1,630000,CC0001,769.95,SA
2024-01-07,2024,1,630000,CC0001,1935.61,AB
2024-01-28,2024,1,630000,CC0002,490.34,AB
2024-01-01,2024,1,630000,CC0002,62.52,SA
2024-01-14,2024,1,630000,CC0002,1540.79,AB
2024-01-14,2024,1,630000,CC0002,245.92,SA
2024-01-31,2024,1,630000,CC0002,629.03,AB
2024-01-03,2024,1,630000,CC0002,180.55,AB
2024-01-09,2024,1,630000,CC0003,432.67,AB
2024-01-13,2024,1,630000,CC0003,839.71,AB
2024-01-04,2024,1,630000,CC0003,1505.42,KA
2024-01-19,2024,1,630000,CC0004,3855.29,AB
2024-01-29,2024,1,630000,CC0004,11.27,KR
2024-01-12,2024,1,630000,CC0005,330.27,RE
2024-01-13,2024,1,630000,CC0005,850.95,RE
2024-01-14,2024,1,630000,CC0005,573.56,KR
2024-01-17,2024,1,630000,CC0005,2057.14,KA
2024-01-15,2024,1,630000,CC0006,2600.44,SA
2024-01-05,2024,1,630000,CC0006,71.48,AB
2024-01-04,2024,1,630000,CC0006,698.73,AB
2024-01-03,2024,1,630000,CC0007,4842.88,RE
2024-01-21,2024,1,630000,CC0008,1007.18,SA
2024-01-22,2024,1,630000,CC0008,209.78,KR
2024-01-15,2024,1,630000,CC0008,14.52,RE
2024-01-23,2024,1,630000,CC0008,136.47,AB
2024-01-25,2024,1,630000,CC0008,193.55,AB
2024-01-16,2024,1,630000,CC0008,744.71,AB
2024-01-02,2024,1,630000,CC0008,801.66,AB
2024-01-27,2024,1,630000,CC0008,525.85,KR
2024-01-08,2024,1,630000,CC0009,3538.62,KR
2024-01-11,2024,1,630000,CC0009,764.81,KA
2024-01-09,2024,1,630000,CC0010,1258.49,AB
2024-01-04,2024,1,630000,CC0010,138.39,KR
2024-01-21,2024,1,630000,CC0010,339.02,KA
2024-01-01,2024,1,630000,CC0010,629.91,KA
2024-01-10,2024,1,630000,CC0010,168.48,KA
2024-01-28,2024,1,630000,CC0010,759.23,SA
2024-01-18,2024,1,630000,CC0010,1709.76,KR
2024-01-21,2024,1,630000,CC0011,2941.42,SA
2024-01-20,2024,1,630000,CC0011,721.83,AB
2024-01-29,2024,1,630000,CC0012,6690.25,KA
2024-01-30,2024,1,640000,CC0002,1564.68,SA
2024-01-12,2024,1,640000,CC0002,156.22,KA
2024-01-01,2024,1,640000,CC0002,459.19,KR
2024-01-05,2024,1,640000,CC0002,1614.11,AB
2024-01-13,2024,1,640000,CC0003,83.75,AB
2024-01-11,2024,1,640000,CC0003,77.09,SA
2024-01-25,2024,1,640000,CC0003,495.76,KA
2024-01-28,2024,1,640000,CC0003,76.96,RE
2024-01-14,2024,1,640000,CC0003,118.6,KR
2024-01-24,2024,1,640000,CC0003,97.6,SA
2024-01-02,2024,1,640000,CC0003,54.45,SA
2024-01-24,2024,1,640000,CC0003,459.2,KA
2024-01-04,2024,1,640000,CC0003,1322.94,RE
2024-01-21,2024,1,640000,CC0003,34.46,KA
2024-01-22,2024,1,640000,CC0005,545.33,RE
2024-01-16,2024,1,640000,CC0005,13.95,AB
2024-01-25,2024,1,640000,CC0005,990.69,AB
2024-01-30,2024,1,640000,CC0005,409.94,SA
2024-01-18,2024,1,640000,CC0005,1659.03,KR
2024-01-15,2024,1,640000,CC0006,142.97,AB
2024-01-07,2024,1,640000,CC0006,287.28,KA
2024-01-07,2024,1,640000,CC0006,415.14,AB
2024-01-24,2024,1,640000,CC0006,1903.19,AB
2024-01-07,2024,1,640000,CC0006,1741.77,KA
2024-01-25,2024,1,640000,CC0007,406.75,RE
2024-01-29,2024,1,640000,CC0007,348.51,KR
2024-01-19,2024,1,640000,CC0007,2709.94,KA
2024-01-13,2024,1,640000,CC0007,321.23,AB
2024-01-11,2024,1,640000,CC0007,1326.37,AB
2024-01-11,2024,1,640000,CC0008,4839.21,SA
2024-01-21,2024,1,640000,CC0008,1099.73,SA
2024-01-21,2024,1,640000,CC0009,3124.09,SA
2024-01-26,2024,1,640000,CC0009,171.18,KA
2024-01-07,2024,1,640000,CC0009,934.85,RE
2024-01-11,2024,1,650000,CC0001,1234.3,RE
2024-01-21,2024,1,650000,CC0001,793.0,KR
2024-01-01,2024,1,650000,CC0001,353.31,KR
2024-01-18,2024,1,650000,CC0002,460.93,KR
2024-01-13,2024,1,650000,CC0002,579.13,KA
2024-01-25,2024,1,650000,CC0002,1249.54,RE
2024-01-27,2024,1,650000,CC0002,115.87,SA
2024-01-30,2024,1,650000,CC0002,900.64,KR
2024-01-02,2024,1,650000,CC0003,554.3,RE
2024-01-14,2024,1,650000,CC0003,332.03,KR
2024-01-17,2024,1,650000,CC0003,2947.88,AB
2024-01-02,2024,1,650000,CC0004,148.75,KR
2024-01-29,2024,1,650000,CC0004,196.96,KA
2024-01-19,2024,1,650000,CC0004,2369.33,AB
2024-01-04,2024,1,650000,CC0004,487.07,SA
2024-01-17,2024,1,650000,CC0004,160.58,KR
2024-01-01,2024,1,650000,CC0004,815.96,KR
2024-01-09,2024,1,650000,CC0004,2.17,KA
2024-01-22,2024,1,650000,CC0005,4065.52,KA
2024-01-29,2024,1,650000,CC0006,674.86,KA
2024-01-07,2024,1,650000,CC0006,654.32,SA
2024-01-08,2024,1,650000,CC0006,392.21,RE
2024-01-12,2024,1,650000,CC0006,262.97,KA
2024-01-27,2024,1,650000,CC0006,1538.25,SA
2024-01-30,2024,1,650000,CC0007,1898.97,RE
2024-01-07,2024,1,650000,CC0007,330.96,AB
2024-01-20,2024,1,650000,CC0007,276.42,AB
2024-01-25,2024,1,650000,CC0007,2356.78,KR
2024-01-26,2024,1,650000,CC0008,603.25,KR
2024-01-18,2024,1,650000,CC0008,829.7,AB
2024-01-17,2024,1,650000,CC0008,3224.17,RE
2024-01-29,2024,1,650000,CC0009,810.25,SA
2024-01-25,2024,1,650000,CC0009,62.41,RE
2024-01-14,2024,1,650000,CC0009,3543.0,AB
2024-01-29,2024,1,650000,CC0010,1732.1,SA
2024-01-28,2024,1,650000,CC0010,360.55,RE
2024-01-13,2024,1,650000,CC0010,1087.42,KR
2024-01-09,2024,1,650000,CC0010,2272.91,SA
2024-01-23,2024,1,650000,CC0010,183.43,AB
2024-01-10,2024,1,650000,CC0011,3783.98,KA
2024-01-08,2024,1,650000,CC0011,434.76,RE
2024-01-23,2024,1,650000,CC0011,168.5,SA
2024-01-27,2024,1,650000,CC0011,1076.18,AB
2024-01-31,2024,1,650000,CC0012,5623.6,RE
2024-01-02,2024,1,650000,CC0012,703.47,RE
2024-01-04,2024,1,660000,CC0001,186.79,KR
2024-01-11,2024,1,660000,CC0001,624.85,AB
2024-01-23,2024,1,660000,CC0001,1318.17,RE
2024-01-22,2024,1,660000,CC0001,242.76,AB
2024-01-29,2024,1,660000,CC0002,3080.18,KR
2024-01-12,2024,1,660000,CC0003,260.36,KR
2024-01-20,2024,1,660000,CC0003,144.56,RE
2024-01-30,2024,1,660000,CC0003,168.17,SA
2024-01-26,2024,1,660000,CC0003,1604.27,KA
2024-01-01,2024,1,660000,CC0003,738.42,KA
2024-01-16,2024,1,660000,CC0003,664.31,KR
2024-01-05,2024,1,660000,CC0003,502.42,RE
2024-01-23,2024,1,660000,CC0004,547.83,AB
2024-01-14,2024,1,660000,CC0004,1041.66,SA
2024-01-07,2024,1,660000,CC0004,1255.93,KR
2024-01-01,2024,1,660000,CC0004,415.78,AB
2024-01-23,2024,1,660000,CC0005,1669.55,AB
2024-01-12,2024,1,660000,CC0005,1610.96,AB
2024-01-03,2024,1,660000,CC0005,636.08,KA
2024-01-26,2024,1,660000,CC0006,266.02,KR
2024-01-22,2024,1,660000,CC0006,1308.08,KA
2024-01-12,2024,1,660000,CC0006,247.34,AB
2024-01-12,2024,1,660000,CC0006,1450.41,RE
2024-01-14,2024,1,660000,CC0006,552.9,SA
2024-01-12,2024,1,660000,CC0007,2988.7,AB
2024-01-20,2024,1,660000,CC0007,1766.48,SA
2024-01-26,2024,1,660000,CC0008,534.19,RE
2024-01-30,2024,1,660000,CC0008,132.42,KA
2024-01-21,2024,1,660000,CC0008,405.52,RE
2024-01-30,2024,1,660000,CC0008,72.21,SA
2024-01-27,2024,1,660000,CC0008,444.41,KA
2024-01-21,2024,1,660000,CC0008,148.09,KA
2024-01-15,2024,1,660000,CC0008,516.2,KR
2024-01-27,2024,1,660000,CC0008,760.25,RE
2024-01-06,2024,1,660000,CC0008,2048.7,SA
2024-01-19,2024,1,660000,CC0009,888.7,KA
2024-01-08,2024,1,660000,CC0009,328.0,AB
2024-01-16,2024,1,660000,CC0009,724.07,KR
2024-01-24,2024,1,660000,CC0009,1806.1,KA
2024-01-06,2024,1,660000,CC0009,1022.66,KA
2024-01-23,2024,1,660000,CC0009,285.18,RE
2024-01-10,2024,1,660000,CC0009,150.99,SA
2024-01-11,2024,1,660000,CC0009,467.2,RE
2024-01-22,2024,1,660000,CC0010,5185.69,KA
2024-01-22,2024,1,660000,CC0011,1077.78,SA
2024-01-23,2024,1,660000,CC0011,757.99,RE
2024-01-08,2024,1,660000,CC0011,2368.64,SA
2024-01-31,2024,1,660000,CC0011,1314.8,RE
2024-01-10,2024,1,660000,CC0011,315.34,KR
2024-01-18,2024,1,660000,CC0011,894.74,KR
2024-01-02,2024,1,660000,CC0012,2115.9,SA
2024-01-04,2024,1,660000,CC0012,1675.43,KA
2024-01-14,2024,1,660000,CC0012,462.27,KR
2024-01-13,2024,1,660000,CC0012,2037.8,RE
2024-01-27,2024,1,660000,CC0012,50.77,KA
2024-01-17,2024,1,670000,CC0001,473.2,KA
2024-01-26,2024,1,670000,CC0001,1822.01,SA
2024-01-28,2024,1,670000,CC0001,76.8,KR
2024-01-26,2024,1,670000,CC0002,2455.94,RE
2024-01-17,2024,1,670000,CC0002,809.8,RE
2024-01-11,2024,1,670000,CC0002,1116.43,AB
2024-01-30,2024,1,670000,CC0003,2519.87,KA
2024-01-25,2024,1,670000,CC0004,471.78,AB
2024-01-11,2024,1,670000,CC0004,170.52,SA
2024-01-08,2024,1,670000,CC0004,2044.82,KR
2024-01-13,2024,1,670000,CC0004,104.06,RE
2024-01-11,2024,1,670000,CC0004,863.91,RE
2024-01-03,2024,1,670000,CC0005,11.81,KR
2024-01-02,2024,1,670000,CC0005,280.77,KA
2024-01-14,2024,1,670000,CC0005,2043.36,SA
2024-01-24,2024,1,670000,CC0005,854.02,RE
2024-01-10,2024,1,670000,CC0005,238.39,RE
2024-01-11,2024,1,670000,CC0005,141.47,KR
2024-01-06,2024,1,670000,CC0005,364.91,RE
2024-01-22,2024,1,670000,CC0006,731.28,KR
2024-01-13,2024,1,670000,CC0006,1174.81,KA
2024-01-18,2024,1,670000,CC0006,1995.61,KA
2024-01-18,2024,1,670000,CC0006,689.68,AB
2024-01-07,2024,1,670000,CC0006,424.0,AB
2024-01-09,2024,1,670000,CC0007,3020.02,SA
2024-01-13,2024,1,670000,CC0007,956.97,KA
2024-01-27,2024,1,670000,CC0007,383.08,KA
2024-01-08,2024,1,670000,CC0007,1040.92,KR
2024-01-25,2024,1,670000,CC0010,2184.75,SA
2024-01-07,2024,1,670000,CC0010,242.65,KA
2024-01-15,2024,1,670000,CC0010,2020.68,AB
2024-01-14,2024,1,670000,CC0010,155.22,KR
2024-01-30,2024,1,670000,CC0010,260.69,KA
2024-01-07,2024,1,670000,CC0010,180.28,AB
2024-01-11,2024,1,670000,CC0010,471.59,RE
2024-01-23,2024,1,670000,CC0011,1824.85,AB
2024-01-27,2024,1,670000,CC0011,4968.55,KA
2024-01-25,2024,1,680000,CC0001,519.51,SA
2024-01-22,2024,1,680000,CC0001,1207.25,KR
2024-01-05,2024,1,680000,CC0001,1220.53,AB
2024-01-02,2024,1,680000,CC0002,904.01,AB
2024-01-30,2024,1,680000,CC0002,2038.84,SA
2024-01-06,2024,1,680000,CC0002,172.94,RE
2024-01-31,2024,1,680000,CC0002,859.46,KR
2024-01-17,2024,1,680000,CC0003,906.15,AB
2024-01-24,2024,1,680000,CC0003,2591.66,KA
2024-01-19,2024,1,680000,CC0003,1029.81,RE
2024-01-08,2024,1,680000,CC0003,134.79,KA
2024-01-10,2024,1,680000,CC0004,805.03,KR
2024-01-31,2024,1,680000,CC0004,1535.36,RE
2024-01-23,2024,1,680000,CC0004,488.95,RE
2024-01-23,2024,1,680000,CC0004,888.93,SA
2024-01-28,2024,1,680000,CC0004,304.58,RE
2024-01-05,2024,1,680000,CC0005,4614.86,RE
2024-01-15,2024,1,680000,CC0006,5181.8,RE
2024-01-22,2024,1,680000,CC0006,910.92,SA
2024-01-25,2024,1,680000,CC0006,11.67,KR
2024-01-15,2024,1,680000,CC0007,1720.98,AB
2024-01-22,2024,1,680000,CC0007,2876.04,KR
2024-01-13,2024,1,680000,CC0007,890.79,KR
2024-01-31,2024,1,680000,CC0008,614.85,SA
2024-01-02,2024,1,680000,CC0008,2209.68,AB
2024-01-01,2024,1,680000,CC0008,459.45,KA
2024-01-17,2024,1,680000,CC0008,1183.09,AB
2024-01-29,2024,1,680000,CC0008,982.08,RE
2024-01-09,2024,1,680000,CC0009,3970.96,SA
2024-01-22,2024,1,680000,CC0009,311.55,RE
2024-01-06,2024,1,680000,CC0010,867.73,KA
2024-01-01,2024,1,680000,CC0010,718.45,SA
2024-01-01,2024,1,680000,CC0010,54.49,RE
2024-01-02,2024,1,680000,CC0010,603.17,KA
2024-01-22,2024,1,680000,CC0010,3301.58,SA
2024-01-29,2024,1,680000,CC0010,857.51,SA
2024-01-10,2024,1,680000,CC0011,168.17,KA
2024-01-24,2024,1,680000,CC0011,3190.78,RE
2024-01-17,2024,1,680000,CC0011,1591.5,KR
